#,mac,name,ipaddress
363;50:f0:d3:f1:28:96;None;172.16.51.120
364;1c:3e:84:3e:75:15;None;172.16.52.61
365;18:a9:05:28:ad:c0;None;172.16.18.22
366;00:21:b7:81:c7:94;None;192.168.7.147
367;ac:fd:ec:89:ce:f0;None;172.16.62.103
368;c8:6f:1d:88:ca:bf;None;172.16.59.54
369;00:24:97:aa:62:7d;None;10.200.3.210
370;00:11:6b:80:f8:75;None;192.168.17.111
371;ac:fd:ec:a0:fa:4d;None;192.168.10.151
372;38:63:bb:bb:f9:7c;None;192.168.36.103
373;68:ae:20:f0:83:53;None;172.16.55.244
374;f8:0f:41:9c:c4:01;None;192.168.50.60
375;5c:97:f3:78:65:4b;None;172.16.53.196
376;f0:5b:7b:c2:93:6a;None;172.16.49.129
377;3c:0e:23:6c:73:b2;None;10.200.1.106
378;10:f9:6f:5a:5d:8d;None;172.16.55.72
379;50:c8:e5:69:b2:e7;None;172.16.49.112
380;78:3a:84:07:69:7a;None;172.16.61.207
381;10:30:47:82:1e:0a;None;172.16.54.5
382;d4:3d:7e:5c:52:4e;None;192.168.1.173
383;44:d4:e0:af:30:86;None;172.16.59.86
384;00:12:7f:cb:8d:40;None;192.168.13.201
385;ac:b5:7d:cc:5d:7d;None;172.16.56.180
386;94:de:80:50:bf:7c;None;172.16.19.191
387;34:aa:8b:77:55:b4;None;172.16.53.88
388;2c:cc:15:65:9a:64;None;172.16.53.191
389;34:a3:95:13:c7:9d;None;172.16.58.91
390;d4:3d:7e:41:69:79;None;172.16.18.115
391;e8:91:20:8e:33:34;None;172.16.53.253
392;7c:11:be:41:5f:75;None;172.16.52.152
393;3c:83:75:d9:71:e4;None;172.16.54.42
394;50:f0:d3:6b:68:64;None;172.16.51.17
395;9c:d9:17:92:7e:e1;None;172.16.60.87
396;08:00:27:f7:d4:3a;fichaclinicadev.utalca.cl;190.110.100.39
397;a4:6c:2a:dd:8b:ca;None;172.16.48.23
398;d8:50:e6:d1:50:55;None;192.168.10.36
399;00:16:17:79:21:2f;None;192.168.20.252
400;00:26:55:39:76:3a;None;172.16.16.132
401;2c:b4:3a:bb:71:2b;None;172.16.52.194
402;c4:3a:be:46:9f:14;None;172.16.61.19
403;ac:81:12:46:95:90;None;172.16.57.45
404;44:37:e6:b4:26:99;None;172.16.19.27
405;f8:0f:41:ba:51:c9;None;172.16.20.113
